OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Easting,Northing,Location,Well Known Text Geometry
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR075,,Vacant site adjacent to no 11 Crogsland Road London NW1 8HF,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.152147,51.544905,0.16,unkown ownership,Yes,permissioned,full planning permission,07/07/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/0921/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/63320897-5865-4ea2-a016-36190326460f.xml,,38,"Redevelopment of vacant site by the erection of a 6 storey building comprising a day centre (Class D1) on the ground floor and 38 extra-care residential flats (Class C3) on the upper floors, plus roof terraces, communal gardens and minibus parking.",,,,,,,,22/12/2017,22/12/2017,528232.04,184507.57,"(51.544905, -0.152147)","POLYGON ((528242.144 184481.443,528236.174 184463.207,528224.797 184464.53,528226.385 184480.67,528221.358 184482.522,528223.334 184488.793,528222.594 184499.193,528219.354 184544.094,528219.174 184546.595,528225.484 184545.595,528228.934 184545.095,528230.184 184544.945,528237.684 184545.895,528240.584 184546.195,528240.784 184541.745,528241.134 184536.544,528241.284 184533.644,528241.434 184531.344,528242.484 184516.594,528243.334 184502.944,528243.784 184499.194,528244.334 184494.593,528244.184 184493.443,528244.034 184492.043,528243.784 184489.893,528243.534 184487.793,528243.184 184485.643,528242.684 184483.543,528242.144 184481.443))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR007,,156 West End Lane NW6 (West End Lane 2),https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.189995,51.548716,0.60,not owned by a public authority,Yes,permissioned,full planning permission,23/06/2017,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdDetails.aspx?PT=Planning%20Applications%20On-Line&TYPE=PL/PlanningPK.xml&PARAM0=421875&XSLT=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLDetails.xslt&FT=Planning%20Application%20Details&PUBLIC=Y&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&DAURI=PLANNING,,164,"Comprehensive redevelopment following demolition of all existing buildings to provide 164 self-contained residential dwellings (Class C3), 763sqm of flexible non-residential use (Class A-A3, D1, D2), 1093sqm of employment floorspace (Class B1) and 63sq.m of community meeting space (Class D1) in buildings ranging from 3 to 7 storeys. New vehicular access from West End Lane and provision of 08 accessible car parking spaces. Provision of new public open space and widening of Potteries Path and associated cycle parking and landscaping.","763sqm of flexible non-residential use (Class A-A3, D1, D2), 1093sqm of employment floorspace (Class B1) and 63sq.m of community meeting space (Class D1)",,,,,,,22/12/2017,22/12/2017,525597.31,184865.75,"(51.548716, -0.189995)","POLYGON ((525557.757 184889.798,525560.667 184889.438,525566.109 184889.438,525566.835 184889.068,525571.559 184889.068,525576.284 184888.708,525576.647 184888.708,525587.176 184888.348,525591.9 184887.978,525597.342 184887.618,525607.516 184887.258,525617.683 184886.889,525628.575 184886.169,525638.378 184885.799,525647.464 184885.439,525651.818 184885.079,525662.71 184882.17,525671.433 184882.17,525671.433 184876.361,525671.432 184847.309,525631.114 184847.309,525610.055 184847.669,525596.979 184847.669,525596.616 184847.309,525596.253 184847.309,525595.527 184846.949,525594.076 184846.219,525592.262 184845.13,525591.9 184844.77,525590.803 184844.04,525590.44 184844.04,525590.077 184843.68,525589.715 184843.31,525589.352 184843.31,525588.626 184842.95,525588.263 184842.95,525587.901 184842.59,525586.812 184842.59,525586.812 184838.231,525539.238 184837.861,525538.149 184850.938,525533.425 184868.733,525533.788 184869.093,525527.621 184890.528,525550.856 184890.158,525557.757 184889.798))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR083,,"Central Somers Town Covering Land At Polygon Road Open Space, Edith Neville Primary School 174 Ossulston Street And Purchese Street Open Space London NW1",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.130703,51.532555,2.07,unkown ownership,Yes,permissioned,full planning permission,14/10/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/2704/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/2f98fe37-aae8-4fb9-80ee-40b41f8a5c86.xml,,136,"Demolition of existing buildings and the provision of approximately 2,190sq.m replacement school (Use Class D1); approximately 1,765sq.m of community facilities (Use Class D1); approximately 207sq.m of flexible Use Class A1/A2/A3/D1 floorspace and 136 residential units (Use Class C3) over 7 buildings ranging from 3 to 25 storeys in height comprising: • Plot 1: Community uses at ground floor (Use Class D1) (approximately 1,554sq.m) to include a children’s nursery and community play facility with 10no. residential units above; • Plot 2: 35 residential units over flexible A1/A2/A3/D1 floorspace at ground level (approximately 137sq.m); • Plot 3: Extension of Grade II listed terrace to provide 3no. dwellings; • Plot 4: Replacement school (Use Class D1) ; • Plot 5: 20no. residential units over a replacement community hall (Use Class D1) (approximately 211sq.m); • Plot 6: 14no. residential units; and Plot 7: 54no. residential units over flexible A1/A2/A3/D1 floorspace at ground level (approximately 70sq.m). Provision of 11,765 sqm of public open space along with associated highways works and landscaping.",,,,,,,,22/12/2017,22/12/2017,529754.01,183171.94,"(51.532555, -0.130703)","POLYGON ((529613.073 183151.699,529679.22 183188.742,529679.882 183200.649,529695.096 183208.586,529689.142 183218.508,529763.227 183258.859,529776.456 183217.186,529814.16 183235.708,529830.035 183210.571,529837.311 183220.494,529883.613 183153.023,529898.166 183160.3,529907.426 183139.132,529849.216 183099.443,529804.238 183187.42,529649.453 183091.505,529613.073 183151.699))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR049,,Hope & Anchor Public House 74 Crowndale Road London NW1 1TP,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.137657,51.534859,0.03,unkown ownership,Yes,permissioned,full planning permission,06/01/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/2621/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/da2c3b3c-4b33-4388-9254-59a8dd7ad1f7.xml,,8,"Change of use from public house (Class A4) to alternative uses as either retail or estate agents offices (Class A1/A2) at part ground, part basement levels and residential (Class C3) to provide 8 flats (1 x 3 bed, 4 x 2 bed, 3 x 1 bed), enlargement of existing basement with side lightwell, replacement of single storey rear/side addition with 3 storey rear/side extension and mansard roof with terrace, and associated alterations to windows and doors.",,,,,,,,22/12/2017,22/12/2017,529265.23,183415.86,"(51.534859, -0.137657)","POLYGON ((529264.551 183428.104,529266.653 183424.355,529267.346 183423.255,529275.154 183409.849,529274.898 183408.499,529264.501 183403.95,529264.353 183403.95,529263.248 183406.35,529259.703 183414.597,529257.46 183419.716,529257.254 183420.196,529256.85 183421.145,529256.199 183422.595,529255.597 183424.005,529263.446 183427.654,529264.551 183428.104))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR076,,17 & 25-27 Ferdinand Street London NW1 8EU,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.150003,51.543654,0.02,unkown ownership,Yes,permissioned,full planning permission,27/11/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/0925/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/89aeeee3-41a3-4d45-8f4d-1a101ca486b9.xml,,10,"Erection of additional 4th and 5th floors, 5 storey extension to courtyard (west) elevation, single storey extension to east elevation all at 17 and 27 Ferdinand Street and redevelopment of 25 Ferdinand Street to create 5 storey building to provide 10 additional residential units (9 units already in situ) and Class B1a office floorspace.",,,,,,,,22/12/2017,22/12/2017,528384.27,184372.13,"(51.543654, -0.150003)","POLYGON ((528385.652 184361.896,528378.149 184363.996,528378.998 184367.405,528382.7 184382.3,528390.5 184380.051,528389 184374.453,528385.652 184361.896))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR092,,20-21 King's Mews London WC1N 2JB,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.114244,51.522061,0.02,unkown ownership,Yes,permissioned,full planning permission,21/11/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202016/1093/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/b8f394ee-621b-427c-826e-8ed89e0c3bab.xml,,7,"Erection of 3 storey (plus basement) building to provide 7 no. self-contained residential units (1x 1-bed, 6x 2-bed ), following the demolition of the existing 2 storey garage building",,,,,,,,22/12/2017,22/12/2017,530925.68,182034.34,"(51.522061, -0.114244)","POLYGON ((530922.204 182039.901,530929.303 182043.45,530929.847 182042.3,530931.999 182037.801,530934.951 182031.453,530921.948 182025.345,530916.35 182037.052,530922.204 182039.901))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR082,,"Clifford Pugh House, 5-7 Lancaster Grove, NW3 4HE",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.171371,51.546688,0.10,unkown ownership,Yes,permissioned,full planning permission,27/06/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/2366/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/275a008e-5da5-428d-9da7-2a708cca4a4b.xml,,15,"Erection of six storey building (including basement and accommodation in roof space) to provide 15 flats (Class C3) (7x 1-bed, 1x 2-bed, 4x 2-bed and 3x 3-bed) with erection of glazed veranda, 2 gazebos, and store to garden and front boundary wall, following demolition of existing student accommodation (Class Sui Generis) and front boundary wall.",,,,,,,,22/12/2017,22/12/2017,526894.15,184672.35,"(51.546688, -0.171371)","POLYGON ((526897.146 184648.454,526891.746 184650.454,526875.849 184656.402,526880.153 184667.849,526880.599 184669.098,526881.703 184671.947,526882.396 184673.897,526890.748 184696.25,526891.004 184696.151,526896.347 184694.101,526902.498 184691.752,526904.798 184690.852,526912.697 184687.853,526897.146 184648.454))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR048,,101 Bayham Street London NW1 0AG,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.140805,51.538105,0.11,unkown ownership,Yes,permissioned,planning permission granted under an order,05/06/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/2620/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/0b244e0f-a579-4912-8349-c31311f5e86e.xml,,26,Change of use from office (Class B1a) to residential (Class C3) to create 26 units at ground to fourth floor level.,,,,,,,,22/12/2017,22/12/2017,529037.72,183771.32,"(51.538105, -0.140805)","POLYGON ((529026.136 183788.179,529025.786 183788.729,529037.537 183795.779,529052.537 183771.778,529055.737 183766.528,529056.337 183765.578,529059.628 183760.023,529037.833 183747.918,529035.121 183752.151,529034.129 183751.357,529017.791 183778.61,529019.709 183779.602,529018.452 183782.844,529019.577 183783.637,529019.114 183784.563,529026.136 183788.179))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR060,,Land Adjoining no 42 Falkland Road London NW5 2PX,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.138395,51.551811,0.03,unkown ownership,Yes,permissioned,full planning permission,27/10/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/5539/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/5ccedb6e-8936-4952-ac44-30617310506b.xml,,6,"Demolition of existing garages and sub-station and erection of part 1 storey plus mansard and part 3 storey building, plus basement, to provide 6x flats (3x 2-bed units, 2x 1-bed units and 1x studio)",,,,,,,,22/12/2017,22/12/2017,529166.06,185299.61,"(51.551811, -0.138395)","POLYGON ((529173.45 185307.75,529173.45 185307.35,529173.1 185302.55,529172.85 185297.55,529172.75 185295.4,529172.4 185289.95,529169.7 185290.1,529166.9 185290.3,529164.15 185290.45,529161.45 185290.6,529158.7 185290.75,529159.1 185296.3,529159.4 185300.05,529159.6 185304.95,529159.7 185305.65,529160 185310,529163.5 185309.4,529173.45 185307.75))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR008,,"4 St Pancras Way, St Pancras Hospital",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.131579,51.536412,2.13,owned by a public authority,,not permissioned,,,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/,,94,"Mixed use comprising health and medical related uses and/or permanent (C3) housing and affordable housing and other complementary uses. Development will be expected to:• Ensure adequate reprovision or relocation of health and medical facilities• Retain and/or reprovide any existing residential and affordable residential floorspace• Optimise the potential of the site to provide new housing (including affordable housing)• Provide a more permeable site for pedestrians and cyclists and help establish better routes between Kings Cross and Camden Town• Respect the relationship and setting of St Pancras Gardens, and exploit its value through use and surveillance by enhancing access and creation of pedestrian links• Fully appreciate and respond to the heritage value of existing buildings, spaces and the adjacent gardens and their contribution to the character of the conservation area and seek to retain and restore buildings making a positive contribution• Create street frontages that contribute to activity and to street character and aid surveillance• Provide infrastructure for supporting local energy generation on site and/or connections to existing or future networks where feasible.",Mixed use comprising health and medical related uses and/or permanent (C3) housing and affordable housing and other complementary uses.,,,,,,,22/12/2017,22/12/2017,529682.35,183599.34,"(51.536412, -0.131579)","POLYGON ((529710.093 183471.754,529696.027 183453.369,529627.889 183499.876,529621.4 183513.933,529622.48 183524.75,529621.4 183537.727,529618.152 183590.733,529617.072 183609.118,529615.992 183621.015,529610.584 183645.888,529644.117 183668.603,529706.847 183708.623,529757.678 183637.241,529782.561 183602.631,529746.868 183579.916,529676.561 183535.567,529644.116 183515.013,529710.093 183471.754))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR088,,Rear of 110 Gloucester Avenue London NW1 8HX ,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.153978,51.541944,0.04,unkown ownership,Yes,permissioned,other,24/07/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/3057/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/0e138ef2-eb50-4803-a8ff-aefa6a553209.xml,,12,Change of use from offices (Class B1) to residential (Class C3) comprising 12 flats,,,,,,,,22/12/2017,22/12/2017,528113.42,184175.05,"(51.541944, -0.153978)","POLYGON ((528109.5 184187.986,528126.196 184175.35,528118.504 184163.353,528113.054 184166.902,528110.753 184163.303,528107.901 184165.103,528110.152 184168.502,528100.727 184174.76,528109.5 184187.986))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR015,,"Bangor Wharf, Georgiana Street",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.136406,51.540261,0.27,not owned by a public authority,Yes,not permissioned,,,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdDetails.aspx?PT=Planning%20Applications%20On-Line&TYPE=PL/PlanningPK.xml&PARAM0=431160&XSLT=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLDetails.xslt&FT=Planning%20Application%20Details&PUBLIC=Y&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&DAURI=PLANNING,,36,"Redevelopment of the site to provide replacement employment floorspace and new permanent (Class C3) residential accommodation. Development will be expected to:• Optimise the potential of the site to provide new housing (including affordable housing) while minimising potential conflicts between residential and other uses• Provide flexible space suitable for a range of employment uses• Contain an active frontage to Georgiana Street, and to maximise opportunities to provide linkages to the canal towpath.• Be of a form and scale which is appropriate to the Regents Canal Conservation Area and responds to the open character of this part of the canal and to surrounding listed buildings• Take opportunities to utilise the canal for the transportation of goods and materials, both during construction and in the operation of the development• Ensure that the design and layout of the development responds positively to its canal setting, and contributes to the biodiversity and green nature of the canal• Provides active frontage to the canal and to Georgiana Street, in order to improve the relationship between the site and the public realm and to enhance the appearance and safety of the surrounding street scene• Provide infrastructure for supporting local energy generation on site and/or connections to existing or future networks where feasible",Redevelopment of the site to provide replacement employment floorspace and new permanent (Class C3) residential accommodation.,,,,,,,22/12/2017,22/12/2017,529336.67,184018.79,"(51.540261, -0.136406)","POLYGON ((529337.553 184051.167,529353.563 184034.667,529356.293 184037.437,529358.203 184036.077,529359.673 184035.017,529365.583 184030.797,529376.497 184022.947,529372.853 184015.796,529371.493 184013.276,529362.483 184008.176,529355.713 184004.326,529346.263 183999.186,529337.902 183994.636,529330.552 183990.645,529320.062 183984.945,529316.922 183989.575,529314.352 183994.295,529311.589 183999.389,529309.242 184003.806,529306.712 184008.566,529304.193 184013.347,529302.094 184018.332,529309.972 184022.526,529312.592 184023.926,529320.143 184027.946,529318.653 184030.746,529317.808 184032.342,529316.033 184035.647,529332.333 184054.807,529337.553 184051.167))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR003,,Phoenix Place WC1,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.113407,51.523926,1.12,not owned by a public authority,Yes,permissioned,full planning permission,30/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdDetails.aspx?PT=Planning%20Applications%20On-Line&TYPE=PL/PlanningPK.xml&PARAM0=358801&XSLT=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLDetails.xslt&FT=Planning%20Application%20Details&PUBLIC=Y&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&DAURI=PLANNING,,345,"Comprehensive redevelopment, following the demolition of existing buildings, to construct four new buildings ranging from 5 to 15 storeys (above basement level) in height, to provide 38,724 sqm (GIA) of residential floorspace (345 dwellings) (Class C3), 823 sqm (GIA) of flexible retail and community floorspace (Use Classes A1, A2, A3, D1 or D2), with associated energy centre, waste and storage areas, basement level residential car parking (54 spaces), the re-provision of Royal Mail staff car parking (approx 196 spaces) cycle parking, residential cycle parking (431 residential spaces) hard and soft landscaping to provide public and private areas of open space, alterations to the public highway and all other necessary excavation and enabling works. The application is accompanied by an Environmental Statement. The proposed redevelopment is to be considered is the context of the redevelopment of the adjacent site, north of the Sorting Office building (within the London Borough of Islington) which has been submitted simultaneously under the Islington planning & conservation area consent application reference numbers: P2013/1423 & P2013/1435. That development involves: The demolition of existing buildings to construct 3 to 12 storey buildings, providing 38,015sqm (336 dwellings) residential floorspace (Class C3), 4,260sqm (GIA) office floorspace (Class B1), 1.428sqm flexible retail and community floorspace, (Classes A1, A2, A3, D1 or D2) with associated energy centre, waste and storage areas, car (65 spaces) and cycle (523 spaces) parking, hard and soft landscaping to provide public and private areas of open space, alterations to the public highway and construction of a new vehicle ramp to basement level to service Royal Mail operations, an acoustic roof deck over the existing servicing yard and other necessary excavation and enabling works. This application is accompanied by an Environmental Statement.","823 sqm (GIA) of flexible retail and community floorspace (Use Classes A1, A2, A3, D1 or D2), with associated energy centre, waste and storage areas, basement level residential car parking (54 spaces), the re-provision of Royal Mail staff car parking (approx 196 spaces) cycle parking, residential cycle parking (431 residential spaces) hard and soft landscaping to provide public and private areas of open space, alterations to the public highway and all other necessary excavation and enabling works.",,,,,,,22/12/2017,22/12/2017,530978.36,182243.22,"(51.523926, -0.113407)","POLYGON ((530903.839 182336.021,530924.741 182304.799,530954.309 182327.885,530959.137 182314.06,530969.985 182300.83,530991.152 182274.636,531015.229 182248.177,531057.827 182212.722,531050.154 182201.609,531005.372 182144.788,531004.843 182145.582,530987.381 182179.979,530969.918 182203.792,530936.051 182252.741,530888.956 182320.476,530891.072 182322.593,530900.068 182330.001,530903.839 182336.021))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR006,,24-58 Royal College Street (Parcel Force Worldwise Depot),https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.134633,51.53859,1.54,not owned by a public authority,,not permissioned,,,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/,,175,Redevelopment of the site to provide mixed uses with employment floorspace and new permanent (C3) residential. Development will be expected to:• Optimise the potential of the site to provide new housing (including affordable housing) while minimising potential conflicts between residential and other uses• Provide retail and/or community uses to create active street frontages.• Enhance the routes between Kings Cross and Camden Town and to the canal including a new east-west link between St Pancras Way and Royal College Street• Respect the setting of the adjacent listed houses to the south west and opposite the site on Royal College Street.• Provide open space accessible to members of the public and children’s playspace for new housing• Provide infrastructure for supporting local energy generation on site and/or connections to existing or future networks where feasible,Redevelopment of the site to provide mixed uses with employment floorspace and new permanent (C3) residential.,,,,,,,22/12/2017,22/12/2017,529464.38,183836.05,"(51.53859, -0.134633)","POLYGON ((529417.922 183923.246,529429.127 183903.051,529434.371 183907.24,529444.842 183913.528,529444.842 183912.998,529447.983 183915.098,529449.55 183911.959,529456.361 183916.667,529460.03 183914.048,529469.981 183905.67,529473.642 183902.531,529486.208 183891.004,529491.971 183885.246,529497.734 183878.438,529502.442 183872.679,529509.781 183863.771,529511.875 183860.632,529514.488 183856.963,529516.063 183855.394,529522.346 183846.496,529522.874 183845.966,529522.874 183845.446,529524.968 183842.307,529525.487 183841.257,529533.864 183829.211,529535.959 183826.591,529537.006 183825.022,529538.053 183823.452,529539.628 183820.833,529549.579 183806.696,529529.156 183794.12,529532.817 183788.361,529480.451 183760.608,529479.924 183760.608,529478.357 183764.277,529474.169 183762.178,529465.264 183757.469,529456.359 183752.75,529450.076 183749.081,529447.982 183748.041,529447.454 183749.611,529447.866 183749.811,529447.124 183751.11,529445.888 183753.28,529435.763 183771.355,529409.23 183818.733,529412.372 183822.402,529411.844 183823.451,529410.797 183824.501,529408.183 183830.26,529407.656 183830.779,529411.844 183832.879,529421.277 183838.118,529414.466 183850.684,529417.608 183852.254,529403.467 183878.437,529400.854 183876.867,529392.996 183891.004,529385.724 183903.481,529417.922 183923.246))"
