OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,EASTING,NORTHING
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/3139,,161 Tottenham Lane London N8 9BU,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=277844,ETRS89,-0.119963,51.581681,0.07,not owned by a public authority,yes,permissioned,full planning permission,18/08/2015,,,6,Demolition of existing building. Retention and renovation of existing Tottenham Lane and side façade. Erection of two buildings at ground plus three storey building comprising 6 x residential flats (Class C3) and 47sqm of flexible retail (Class A1) office floor space (Class B1(a)) and a building comprising 3 x 2 storey houses.,47sqm A1 floorspace,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=277844,,"Dec 31, 2017","Dec 31, 2017",530353,188652
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/0075,,320 High Road London N22 8JR,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278532,ETRS89,-0.110702,51.606082,0.03,not owned by a public authority,yes,permissioned,full planning permission,04/08/2015,,,1,"The creation of a new dwelling, (C3 residential) following the demolition of six garages.",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278532,,"Dec 31, 2017","Dec 31, 2017",530931,191393
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/2547,,Land to the rear of 11-13 Stanhope Gardens London N6 5TT London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275893,ETRS89,-0.138494,51.57704,0.14,not owned by a public authority,yes,permissioned,full planning permission,07/08/2015,,,1,"Demolition of existing derelict garages and erection of a 3-storey, part basement single family dwelling",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275893,,"Dec 31, 2017","Dec 31, 2017",529085,188114
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/2882,,257 (right hand) Lordship Lane London N17 6AA,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=276713,ETRS89,-0.082917,51.597651,0.03,not owned by a public authority,yes,permissioned,full planning permission,22/05/2015,,,1,Demolition of existing print works and replacement with a dwelling (revised application),,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=276713,,"Dec 31, 2017","Dec 31, 2017",532877,190496
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/2513,,62 Shepherds Hill London N6 5RN London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284030,ETRS89,-0.134441,51.578581,0.15,not owned by a public authority,yes,permissioned,full planning permission,11/11/2015,,,1,Demolition of the existing storage lock up garages and development of new two storey house (partially cut into site) with integral garage,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284030,,"Dec 31, 2017","Dec 31, 2017",529368,188273
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/1884,,Land to rear of 1-11 The Drive London N11 2DY,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282692,ETRS89,-0.129939,51.608674,0.03,not owned by a public authority,yes,permissioned,full planning permission,21/10/2015,,,1,Development of one 5 bed house with associated gardens and parking,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282692,,"Dec 31, 2017","Dec 31, 2017",529585,191641
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/1975,,Rear of 2 Birchington Road (in Coleridge Road) London N8 8HR,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282908,ETRS89,-0.127831,51.577812,0.01,not owned by a public authority,yes,permissioned,full planning permission,02/10/2015,,,1,"Demolition of the existing, derelict double garages and the construction of a three bedroom double-storey house with one storey being on the lower ground floor.",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282908,,"Dec 31, 2017","Dec 31, 2017",529823,188210
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/2972,,38 Stapleton Hall Road London N4 3QD,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284419,ETRS89,-0.113467,51.571533,0.01,not owned by a public authority,yes,permissioned,full planning permission,28/01/2016,,,1,"Proposals for a new-build two storey ground floor and semi-basement lower ground floor ""Upside Down"" House.",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284419,,"Dec 31, 2017","Dec 31, 2017",530838,187539
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/1643,,Land rear of 6-8 Brownlow Road London N11 2DE London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282219,ETRS89,-0.123054,51.607306,0.04,not owned by a public authority,yes,permissioned,full planning permission,22/06/2016,,,3,Erection of a 2 storey terrace of three 2 bedroom starter homes with landscaping to front and rear,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282219,,"Dec 31, 2017","Dec 31, 2017",530073,191498
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/2915,,Apex House 820 Seven Sisters Road London N15 5PQ,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284795,ETRS89,-0.073075,51.582323,0.4,mixed ownership,yes,permissioned,full planning permission,29/06/2016,,,63,"Demolition of existing building and construction of one 23 storey building (22 storeys above ground, previous description omitted ground floor) with single basement, one 7 storey building and 4no. 3 storey townhouses comprising residential (private and affordable) use, with 879 sqm of market (sui generis) or A2, A3, B1 flexible commercial floorspace at ground floor, servicing yard and associated plant and landscaping (amended description and revised floor plans and elevations due to minor design alterations) ",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284795,,"Dec 31, 2017","Dec 31, 2017",533617,188827
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/3185,,Selkirk Court Whitley Road London N17 6RF,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285173,ETRS89,-0.074753,51.595143,0.07,not owned by a public authority,yes,permissioned,full planning permission,10/06/2016,,,4,"This is an application for the demolition of the existing single storey garages to be
replaced by 3 x two storey residential blocks; consisting of 2 x two bed
dwellinghouses and 1 x two bed and 1 x one bed flats. Associated parking, amenity
space and",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285173,,"Dec 31, 2017","Dec 31, 2017",533451,190230
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2013/2511,,6-8 Brownlow Road London N11 2DE,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=271060,ETRS89,-0.123445,51.607356,0.05,not owned by a public authority,yes,permissioned,full planning permission,08/07/2016,,,8,Erection of a four storey block comprising 2 x 3 bed flats and 6 x 2 bed flats,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=271060,,"Dec 31, 2017","Dec 31, 2017",530044,191503
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/0323,,Garages to rear of Embassy Court Bounds Green Road London N11 2EU London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287444,ETRS89,-0.125366,51.608404,0.11,not owned by a public authority,yes,permissioned,full planning permission,23/05/2016,,,2,Demolition of lock-up garages and erection of two single-family dwelling houses.,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287444,,"Dec 31, 2017","Dec 31, 2017",529910,191611
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/0475,,Land Adjacent To 8 Elmcroft London N8 7ES London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287916,ETRS89,-0.116557,51.584534,0.01,not owned by a public authority,yes,permissioned,full planning permission,25/05/2016,,,2,Erection of two storey building to create 2 x 2 bed flats,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287916,,"Dec 31, 2017","Dec 31, 2017",530587,188977
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/1159,,Garage Court Rear of 59-81 Alexandra Road London N10 2EY London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289376,ETRS89,-0.142438,51.607223,0.1,not owned by a public authority,yes,permissioned,full planning permission,08/06/2016,,,4,"Demolition of existing 14 garages and existing waste sotrage faciclites. Erection of 4 new Semi Detached dwelling homes. Replacement of waste storage facilities, improved landscaping and layout of car parking and new street lighting.",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289376,,"Dec 31, 2017","Dec 31, 2017",528725,191455
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/1417,,Land to the rear of 97 Philip Lane London N15 4JR,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289395,ETRS89,-0.077765,51.588852,0.04,not owned by a public authority,yes,permissioned,full planning permission,06/07/2016,,,2,Erection of a building to create two flats: 1 x 2 bed and 1 x 3 bed flats.,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289395,,"Dec 31, 2017","Dec 31, 2017",533261,189527
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/3578,,The partial ground floor of 2a Westerfield Road and 687F Seven Sisters Road London N15 5LD,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285365,ETRS89,-0.07433,51.58255,0.01,not owned by a public authority,yes,permissioned,full planning permission,12/07/2016,,,3,Construction of new residential block comprising 2 x 2 bed flats and 1 x 1 bed flat to replace the existing commercial units,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285365,,"Dec 31, 2017","Dec 31, 2017",533516,188831
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/1007,,Site adjoining 87A Rathcoole Gardens London N8 9PH,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289010,ETRS89,-0.112628,51.581755,0.03,not owned by a public authority,yes,permissioned,full planning permission,20/07/2016,,,4,"Construction of a building for four residential dwellings comprising 2 x 3 bed and 2 x 1 bed, with access, landscaping and associated works.",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289010,,"Dec 31, 2017","Dec 31, 2017",530863,188672
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/2321,,255 Lordship Lane London N17 6AA,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283648,ETRS89,-0.082557,51.597627,0.12,not owned by a public authority,yes,permissioned,full planning permission,01/08/2016,,,31,"Demolition of existing building, construction of new road and construction of a lower ground, first, second and set back third storey building comprising of 31 new residential flats and new office space (amended plans showing revised design)",405sqm of B1a Office,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283648,,"Dec 31, 2017","Dec 31, 2017",532905,190493
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/0444,,Land adjoining The Beehive Stoneleigh Road London N17 9BQ,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287887,ETRS89,-0.069031,51.592204,0.01,not owned by a public authority,yes,permissioned,full planning permission,08/07/2016,,,3,"Demolition of existing garages and redevelopment to provide three studio flats (Class C3 Residential); new matching balustrade and access over existing single storey structure; together with associated amenity space, cycle storage, and refuse provision.",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287887,,"Dec 31, 2017","Dec 31, 2017",533854,189915
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/3504,,316 High Road London N15 4BP,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285779,ETRS89,-0.070323,51.588105,0.03,not owned by a public authority,yes,permissioned,full planning permission,11/07/2016,,,6,"Demolition of existing building and erection of a four storey building comprising two ground floor retail units (in flexible Class A1/A2 use) 2 x 1 bed flats, 3 x 2 bed flats and 1 x 3 bed flat (Class C3 use) with a communal roof terrace.",Flexible A1/A2 floorspace,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285779,,"Dec 31, 2017","Dec 31, 2017",533771,189455
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/3174,,Land to The Rear 418 High Road London N17 9JB,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=277876,ETRS89,-0.069251,51.591629,0.02,not owned by a public authority,yes,permissioned,full planning permission,05/08/2016,,,7,"Demolition of garages and erection of a four storey residential building comprising a total of seven flats.  The proposed residential mix is 1 x 3 bed flats, 4 x 2 bed flats and 2 x 1 bed flats",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=277876,,"Dec 31, 2017","Dec 31, 2017",533841,189850
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/1677,,Cleopatra House Pembroke Road London N8 7RQ,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=290127,ETRS89,-0.120071,51.58896,0.03,not owned by a public authority,yes,permissioned,full planning permission,18/08/2016,,,9,"Erection of part 3 storey, part 4 storey building to accommodate 9 residential units with private and communal amenity and basement car parking for 4 vehicles",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=290127,,"Dec 31, 2017","Dec 31, 2017",530328,189463
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/1253,,11 North Hill London N6 4AB London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289260,ETRS89,-0.150789,51.575395,0.01,not owned by a public authority,yes,permissioned,full planning permission,01/09/2016,,,1,Demolition of existing garages and erection of new two storey house with basement floor.,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289260,,"Dec 31, 2017","Dec 31, 2017",528237,187899
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/0942,,12 Coppetts Road London N10 1NN,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=288764,ETRS89,-0.150351,51.595098,0.03,not owned by a public authority,yes,permissioned,full planning permission,15/09/2016,,,1,"Construction of new build, detached house",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=288764,,"Dec 31, 2017","Dec 31, 2017",528213,190092
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/3813,,109 Fortis Green London N2 9HR,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=286502,ETRS89,-0.154737,51.590593,0.08,not owned by a public authority,yes,permissioned,full planning permission,20/09/2016,,,9,"Demolition of existing structures and redevelopment of the site to provide 9 residential units (Use Class C3) comprising 5 x residential flats and 4 mews houses, and 200sqm of flexible retail / office unit (Use Class A1 / A3 / B1) including basement car",200sqm flexible office/retail floorspace,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=286502,,"Dec 31, 2017","Dec 31, 2017",527925,189583
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/0558,,Lock up Garages Cline Road London N11 2NE,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287953,ETRS89,-0.132493,51.609492,0.14,not owned by a public authority,yes,permissioned,full planning permission,26/09/2016,,,9,"Demolition of existing lock-up garages and construction of 9 residential units (comprising 6 x 4 bed town houses, 2 x 2 bed flats, and 1 x 1 bed flat) and 87.9sq metres of commercial floor area with associated access road, parking areas and cycle stores",88 sqm commercial floorspace,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=287953,,"Dec 31, 2017","Dec 31, 2017",529406,191731
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/2692,,31-34 Corbett Grove London N22 8DQ London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=291559,ETRS89,-0.121892,51.603446,0.03,not owned by a public authority,yes,permissioned,full planning permission,13/09/2016,,,2,"Erection of 2 two-storey dwellings with associated cycle parking, refuse/recycling facilities and access.",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=291559,,"Dec 31, 2017","Dec 31, 2017",530164,191062
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/0900,,Land adjacent to no.34 Colless Road and 1 Wakefield Road London N15 4NN,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=288655,ETRS89,-0.07012,51.581491,0.02,not owned by a public authority,yes,permissioned,full planning permission,03/10/2016,,,2,Erection of 2 x 1 bed single storey dwellings,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=288655,,"Dec 31, 2017","Dec 31, 2017",533816,188739
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/1307,,Land Adjacent to Hornsey Bowling Club Rectory Gardens London N8 7QT,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289338,ETRS89,-0.122574,51.587796,0.1,not owned by a public authority,yes,permissioned,full planning permission,03/10/2016,,,4,"Development of the site to provide 4 x 4 bedroom townhouses with associated private amenity space, car and cycle parking and landscaping",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289338,,"Dec 31, 2017","Dec 31, 2017",530166,189328
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/0710,,14-18 Lymington Avenue London N22 6JA,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272686,ETRS89,-0.105728,51.593938,0.02,not owned by a public authority,yes,permissioned,full planning permission,07/10/2016,,,7,Demolition of 3 no portacabins trading as shops and erection of a 4 storey building and detached single storey building comprising 3 no shops and 7 no flats comprising 3 x 1 bed and 4 x 2 bed flats,3 shop units of A class floorspace,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272686,,"Dec 31, 2017","Dec 31, 2017",531307,190042
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/4156,,67 De Quincey Road London N17 7DJ London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=300551,ETRS89,-0.086243,51.60183,0.02,not owned by a public authority,yes,permissioned,full planning permission,25/01/2017,,,1,Erection of new two storey building to form 1 x 3 bedroom self contained dwelling,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=300551,,"Dec 31, 2017","Dec 31, 2017",532635,190958
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/3398,,168 Park View Road London N17 9BL,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285593,ETRS89,-0.057691,51.594549,0.07,not owned by a public authority,yes,permissioned,full planning permission,11/10/2016,,,12,Demolition of existing car repair/servicing garage and construction of a part 2 and part 4 storey building to provide 12 residential units with 7 car parking spaces including 2 wheelchair car parking spaces and ancillary servicing accommodation,,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=285593,,"Dec 31, 2017","Dec 31, 2017",534638,190196
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/3169,,Garage at rear 19 Willoughby Road London N8 0JE,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=294779,ETRS89,-0.1041,51.588535,0,not owned by a public authority,yes,permissioned,full planning permission,27/01/2017,,,1,"Construction of a part 1, part 2 storey dwelling (C3) with accommodation at basement level following demolition of existing single detached lock up garage (sui generis)",,,,,,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=294779,,"Dec 31, 2017","Dec 31, 2017",531437,189442
